ran,timestamp,path,R.version,platform,running,data.table,gdistance,Matrix,igraph,rgdal,raster,sp,malariaAtlas,ggplot2,lubridate,dplyr,doParallel,iterators,foreach,rgeos,wpgpDownloadR,RCurl,bitops,forcats,stringr,purrr,readr,tidyr,tibble,tidyverse,glue,triangle,doRNG,rngtools,pkgmaker,registry,magrittr,cowplot,patchwork,lme4,stringdist,beepr,rjags,coda,microbenchmark,rasterVis,latticeExtra,RColorBrewer,lattice,doMPI,Rmpi,rmapshaper,here,knitr,ggmcmc,ggforce,ggridges,jobtime,geosphere,ggsn,jobtime_mins,max_mem_mb,plotly,sf,fasterize
##------ Sat May  9 21:14:04 2020 ------##,20200509_211404,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",0.900577751795451,659.5,"","",""
##------ Sat May  9 22:04:20 2020 ------##,20200509_220420,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",1.02446436882019,658.9,"","",""
##------ Sat May  9 22:09:59 2020 ------##,20200509_220959,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",4.28248279889425,2776,"","",""
##------ Wed May 13 11:10:06 2020 ------##,20200513_111006,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",4.14064416885376,2836,"","",""
##------ Wed May 13 11:19:16 2020 ------##,20200513_111916,R/01_gis/04_run_baseline.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"","",1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,0.5-2,"","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","",0.4.3,,,,"","",,"","",3.17275403340658,2451.7,"","",""
##------ Thu May 14 15:24:46 2020 ------##,20200514_152446,R/04_addclinics/03_ttimes_max.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",6.37853844960531,770.1,"","",""
##------ Thu May 14 16:03:52 2020 ------##,20200514_160352,R/04_addclinics/03_ttimes_max.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",11.6269637505213,1394.5,"","",""
##------ Thu May 14 21:49:48 2020 ------##,20200514_214948,R/04_addclinics/03_ttimes_max.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"","","","",1.0.15,1.0.12,1.4.7,"","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.188255699475606,221.9,"","",""
##------ Fri May 15 10:49:07 2020 ------##,20200515_104907,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.105295848846436,318,"","",""
##------ Fri May 15 10:54:43 2020 ------##,20200515_105443,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.220781735579173,287.5,"","",""
##------ Fri May 15 10:55:46 2020 ------##,20200515_105546,R/01_gis/06_process_clinic_data.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,1.5-10,"",0.272574083010356,287.6,"","",""
##------ Tue May 19 17:22:45 2020 ------##,20200519_172245,R/05_predictions/02_se_pars.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,123.9,"","",""
##------ Wed May 20 13:23:51 2020 ------##,20200520_132351,R/figures/M7_incremental.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.218191766738892,163.1,"","",""
##------ Wed May 20 13:26:01 2020 ------##,20200520_132601,R/figures/SM2_bitedata.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.331908933321635,221.7,"","",""
##------ Wed May 20 13:28:12 2020 ------##,20200520_132812,R/figures/SM1_basetimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,1.7.4,0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,0.5.1,,"","",0.777131350835164,940,"","",""
##------ Wed May 20 13:45:55 2020 ------##,20200520_134555,R/01_gis/06_groundtruth.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,271.9,"","",""
##------ Wed May 20 13:49:28 2020 ------##,20200520_134928,R/01_gis/06_groundtruth.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,1.7.4,0.8.3,1.0.15,1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,231.6,"","",""
##------ Wed May 20 14:02:05 2020 ------##,20200520_140205,R/figures/SM1_basetimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,1.7.4,0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,0.5.1,,"","",1.08081431388855,797.1,"","",""
##------ Wed May 20 14:11:00 2020 ------##,20200520_141100,R/figures/SM2_bitedata.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.339813001950582,221.7,"","",""
##------ Wed May 20 14:14:27 2020 ------##,20200520_141427,R/figures/SM3_bitemods.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,"","","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",1.28829799890518,2174.4,"","",""
##------ Thu May 21 16:30:29 2020 ------##,20200521_163029,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",3.85826033353806,5596.8,"","",""
##------ Thu May 21 16:38:33 2020 ------##,20200521_163833,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",4.0967299858729,5596.7,"","",""
##------ Thu May 21 17:19:34 2020 ------##,20200521_171934,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",4.07946978410085,5472.1,"","",""
##------ Thu May 21 21:55:16 2020 ------##,20200521_215516,R/SM5_shifts.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",4.02776250044505,7724.8,"","",""
##------ Thu May 21 21:55:42 2020 ------##,20200521_215542,R/figures/M1_dtree.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",0.126029217243195,7724.8,4.9.1,"",""
##------ Thu May 21 21:56:00 2020 ------##,20200521_215600,R/figures/M2_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,1.2-2,1.2-17,1.2.4.1,1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","",1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",0.46,0.6-28,1.1-2,0.20-38,"","","",,,,"",0.5.1,,"","",0.154015982151032,7724.8,4.9.1,"",""
##------ Thu May 21 21:56:58 2020 ------##,20200521_215658,R/figures/M2_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.432816918690999,449.4,"","",""
##------ Thu May 21 21:59:50 2020 ------##,20200521_215950,R/figures/M2_ttimes.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,3.0-7,1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",1.03520138263702,954.9,"","",""
##------ Thu May 21 22:00:50 2020 ------##,20200521_220050,R/figures/M3_bitemaps.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,"",,"",0.5.0,0.629802950223287,374.6,"","",""
##------ Thu May 21 22:01:38 2020 ------##,20200521_220138,R/figures/M4_biteinc.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.253578066825867,161.1,"","",""
##------ Thu May 21 22:20:43 2020 ------##,20200521_222043,R/figures/SM6_burden_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","","","","","",3.2.1,"",0.8.3,"","","","","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",,1126.7,"","",""
##------ Thu May 21 22:26:07 2020 ------##,20200521_222607,R/figures/SM6_scaling_se.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,"",0.8.3,"",1.0.12,1.4.7,"","","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,1.3.1,,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,"","",,"","",0.961153149604797,1435.1,"","",""
##------ Thu May 21 22:35:40 2020 ------##,20200521_223540,R/figures/M3_bitemaps.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,"",,"",0.5.0,0.465316148598989,374.7,"","",""
##------ Thu May 21 22:47:53 2020 ------##,20200521_224753,R/figures/M3_bitemaps.R,R version 3.6.1 (2019-07-05),x86_64-apple-darwin15.6.0 (64-bit),macOS Mojave 10.14.6,1.12.4,"","","",1.4-6,"",1.3-1,"",3.2.1,1.7.4,0.8.3,"","","",0.5-2,"","","",0.4.0,1.4.0,0.3.2,1.3.1,1.0.0,2.1.3,1.2.1,"",,"",,,"",,1.0.0,1.0.0.9000,"","",,"","","",,"","","","","","",,,,0.3.1,"",,"",0.5.0,0.615055199464162,374.8,"","",""
##------ Sat May 23 22:17:01 2020 ------##,20200523_221701,R/SM5_shifts.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-1,1.2-18,1.2.5,1.4-8,3.1-5,1.4-2,"",3.3.0,"",0.8.5,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.0,"","",,"","","",0.47,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.78146879673004,5598.7,"","",""
##------ Sun May 24 11:32:40 2020 ------##,20200524_113240,R/SM5_shifts.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-1,1.2-18,1.2.5,1.4-8,3.1-5,1.4-2,"",3.3.0,"",0.8.5,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.0,"","",,"","","",0.47,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.79293214877446,5598.8,"","",""
##------ Sun May 24 13:06:21 2020 ------##,20200524_130621,R/SM5_shifts.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-1,1.2-18,1.2.5,1.4-8,3.1-5,1.4-2,"",3.3.0,"",0.8.5,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.0,"","",,"","","",0.47,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",3.61198105017344,5771.9,"","",""
##------ Sun May 24 13:12:45 2020 ------##,20200524_131245,R/figures/SM2_bitedata.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.4-8,"",1.4-2,"",3.3.0,1.7.8,0.8.5,"","","",0.5-3,"","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,1.4.1,,"",,,"",1.5,1.0.0,1.0.0,"","",,"","","",,"","","","","","",0.1,1.28,,"","",,"","",0.166794232527415,282,"","",""
##------ Sun May 24 13:22:53 2020 ------##,20200524_132253,R/SM5_shifts.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,1.3-1,1.2-18,1.2.5,1.4-8,3.1-5,1.4-2,"",3.3.0,"",0.8.5,"","",1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.0,"","",,"","","",0.47,0.6-29,"",0.20-41,"","","",,,,"",0.5.2,,"","",4.61755505005519,5444.7,"","",""
##------ Sun May 24 18:47:24 2020 ------##,20200524_184724,R/06_sensitivity/01_data_se.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.0,1.7.8,0.8.5,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,"",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",,186.1,"","",""
##------ Sun May 24 18:47:45 2020 ------##,20200524_184745,R/figures/SM2_bitedata.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.4-8,"",1.4-2,"",3.3.0,1.7.8,0.8.5,"","","",0.5-3,"","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,"",,"",,,"",,1.0.0,1.0.0,"","",,"","","",,"","","","","","",,,,"","",,"","",0.236837033430735,265.9,"","",""
##------ Sun May 24 19:01:57 2020 ------##,20200524_190157,R/figures/SM2_bitedata.R,R version 4.0.0 (2020-04-24),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.4-8,"",1.4-2,"",3.3.0,1.7.8,0.8.5,"","","",0.5-3,"","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.1,1.3.0,"",,"",,,"",,1.0.0,1.0.0,"","",,"","","",,"","","","","","",0.1,1.28,,"","",,"","",0.200699317455292,285.2,"","",""
##------ Sat Jul 18 18:00:28 2020 ------##,20200718_180028,R/figures/SM1_basetimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-7,1.4-2,"",3.3.2,1.7.9,1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,0.3.2,0.5.2,,"","",0.601542401313782,1016.6,"","",""
##------ Sat Jul 18 18:04:48 2020 ------##,20200718_180448,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.204210166136424,1237.4,"","",""
##------ Sat Jul 18 18:14:26 2020 ------##,20200718_181426,R/M5_modpreds.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"",1.0.12,1.5.0,"","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,1.4.1,,"",,,"",,1.0.0,1.0.1,"","",,"",0.19-3,"",,"","","","","","",,,,"","",,"","",0.192632548014323,1420.1,"","",""
##------ Wed Aug 19 16:38:23 2020 ------##,20200819_163823,R/figures/M1_dtree.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"","","","","","","","","","","","","","","","","",,"",,,"",,"","","","",,"","","",,"","","","","","",,,,"","",,"","",0.139409152666728,96,4.9.2.1,"",""
##------ Wed Aug 19 16:38:47 2020 ------##,20200819_163847,R/figures/M2_ttimes.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,3.3-13,1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.387002364794413,921.4,"","",""
##------ Wed Aug 19 16:39:04 2020 ------##,20200819_163904,R/figures/M4_biteinc.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.107311832904816,161.4,"","",""
##------ Wed Aug 19 16:39:52 2020 ------##,20200819_163952,R/figures/M6_burden.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","",1.5-12,"",1.4-2,"",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.607409767309825,1158.7,"","",""
##------ Wed Aug 19 16:39:57 2020 ------##,20200819_163957,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.0870374361673991,153.6,"","",""
##------ Wed Aug 19 16:43:15 2020 ------##,20200819_164315,R/figures/M7_incremental.R,R version 4.0.2 (2020-06-22),x86_64-apple-darwin17.0 (64-bit),macOS Mojave 10.14.6,1.12.8,"","","","","","","",3.3.2,"",1.0.0,"","","","","","","",0.5.0,1.4.0,0.3.4,1.3.1,1.1.0,3.0.3,1.3.0,"",,"",,,"",,1.0.0,1.0.1,"","",,"","","",,"","","","","","",,,,"","",,"","",0.106951181093852,160.8,"","",""
